chrom	posrounded	avg_depth	med_depth	max_depth	min_depth	quantile_25	quantile_75	sd	l95	u95
20	4522600	1.04	1	2	1	1	1	0.1962865968262872	1.0177880805748694	1.0622119194251307
20	4522700	1	1	1	1	1	1	0	1	1
20	4522800	1	1	1	1	1	1	0	1	1
20	4523000	2	2	2	2	2	2	0	2	2
20	4523100	2	2	2	2	2	2	0	2	2
20	4523200	2	2	2	2	2	2	0	2	2
20	4523500	1	1	1	1	1	1	0	1	1
20	4523600	1	1	1	1	1	1	0	1	1
20	4523700	1	1	1	1	1	1	0	1	1
20	4524000	1.3918918918918919	1	2	1	1	2	0.48983039040302767	1.3129748241609192	1.4708089596228646
20	4524100	1.1223628691983123	1	2	1	1	1	0.3283979912383139	1.0805526552120086	1.164173083184616
20	4524200	1.505982905982906	1	3	1	1	2	0.6084860223812232	1.4566736164885379	1.555292195477274
20	4524300	2.1417989417989416	2	4	0	2	2	0.6662242949845726	2.0993212770446736	2.1842766065532095
20	4524400	1.3396226415094339	1	3	1	1	2	0.5011667380197511	1.2969548291910233	1.3822904538278444
20	4524500	1.087719298245614	1	2	1	1	1	0.28540083056153326	1.0136268618224642	1.161811734668764
20	4524900	1	1	1	1	1	1	0	1	1
20	4525000	1	1	1	1	1	1	0	1	1
20	4525100	1	1	1	1	1	1	0	1	1
20	4525800	1.7105263157894737	2	2	1	1	2	0.45653154615160974	1.6078855064879485	1.8131671250909989
20	4526100	2	2	2	2	2	2	0	2	2
20	4526400	1.2093023255813953	1	2	1	1	1	0.40919660368228356	1.122817708642837	1.2957869425199535
20	4526500	2	2	2	2	2	2	0	2	2
20	4526600	1.621212121212121	2	2	1	1	2	0.4888023515980047	1.5032839971174123	1.7391402453068299
20	4527300	1	1	1	1	1	1	0	1	1
20	4527400	1	1	1	1	1	1	0	1	1
20	4527600	1	1	1	1	1	1	0	1	1
20	4527700	1	1	1	1	1	1	0	1	1
20	4527800	1.4761904761904763	1	2	1	1	2	0.5034443575988876	1.351871543068379	1.6005094093125736
20	4527900	2	2	2	2	2	2	0	2	2
20	4529500	1	1	1	1	1	1	0	1	1
20	4529600	1	1	1	1	1	1	0	1	1
20	4529700	1	1	1	1	1	1	0	1	1
20	4530000	2	2	2	2	2	2	0	2	2
20	4530100	2	2	2	2	2	2	0	2	2
20	4530200	2	2	2	2	2	2	0	2	2
20	4531000	1	1	1	1	1	1	0	1	1
20	4531100	1	1	1	1	1	1	0	1	1
20	4531200	1.1946308724832215	1	2	1	1	1	0.3972515771232839	1.13084440268186	1.258417342284583
20	4531300	1.5379746835443038	2	2	1	1	2	0.5001410749942417	1.4599880719801825	1.615961295108425
20	4531400	1	1	1	1	1	1	0	1	1
20	4531500	1	1	1	1	1	1	0	1	1
20	4532900	1	1	1	1	1	1	0	1	1
20	4533000	1	1	1	1	1	1	0	1	1
20	4533100	1	1	1	1	1	1	0	1	1
20	4533300	1	1	1	1	1	1	0	1	1
20	4533400	1.36	1	2	1	1	2	0.4824181513244219	1.2654460423404135	1.4545539576595867
20	4533500	1	1	1	1	1	1	0	1	1
20	4533600	1	1	1	1	1	1	0	1	1
20	4534500	1	1	1	1	1	1	0	1	1
20	4534600	1	1	1	1	1	1	0	1	1
20	4534700	1	1	1	1	1	1	0	1	1
20	4534800	1.39	1	2	1	1	2	0.4902071300001976	1.2939194025199612	1.4860805974800386
20	4534900	1	1	1	1	1	1	0	1	1
20	4535800	2	2	2	2	2	2	0	2	2
20	4535900	2	2	2	2	2	2	0	2	2
20	4536200	1	1	1	1	1	1	0	1	1
20	4536300	1	1	1	1	1	1	0	1	1
20	4536700	1	1	1	1	1	1	0	1	1
20	4536800	1	1	1	1	1	1	0	1	1
20	4536900	1	1	1	1	1	1	0	1	1
20	4537200	1	1	1	1	1	1	0	1	1
20	4537300	1	1	1	1	1	1	0	1	1
20	4537600	1	1	1	1	1	1	0	1	1
20	4537700	1.24	1	2	1	1	1	0.42923469599092784	1.1558699995857782	1.3241300004142218
20	4537800	1.09	1	2	1	1	1	0.28762349126466136	1.0336257957121264	1.1463742042878737
20	4537900	1	1	1	1	1	1	0	1	1
20	4538600	1	1	1	1	1	1	0	1	1
20	4538700	1	1	1	1	1	1	0	1	1
20	4538800	1	1	1	1	1	1	0	1	1
20	4540400	2	2	2	2	2	2	0	2	2
20	4540500	1.373015873015873	1	2	1	1	2	0.48553684900945665	1.288235954592338	1.457795791439408
20	4540600	1	1	1	1	1	1	0	1	1
20	4540700	1	1	1	1	1	1	0	1	1
20	4540800	1	1	1	1	1	1	0	1	1
20	4541200	1	1	1	1	1	1	0	1	1
20	4541300	1	1	1	1	1	1	0	1	1
20	4542900	1	1	1	1	1	1	0	1	1
20	4543000	1	1	1	1	1	1	0	1	1
20	4543100	1	1	1	1	1	1	0	1	1
20	4543800	1	1	1	1	1	1	0	1	1
20	4543900	1	1	1	1	1	1	0	1	1
20	4544000	1	1	1	1	1	1	0	1	1
20	4544100	1	1	1	1	1	1	0	1	1
20	4544200	1	1	1	1	1	1	0	1	1
20	4544300	1.68	2	2	1	1	2	0.4688261722621504	1.5881100702366184	1.7718899297633814
20	4544400	1.2692307692307692	1	2	1	1	2	0.4464310689240828	1.1701559744831822	1.3683055639783561
20	4545800	2	2	2	2	2	2	0	2	2
20	4545900	2	2	2	2	2	2	0	2	2
20	4546000	2	2	2	2	2	2	0	2	2
20	4546100	2	2	2	2	2	2	0	2	2
20	4546300	2	2	2	2	2	2	0	2	2
20	4546400	1.6417910447761195	2	2	1	1	2	0.48067117254876357	1.5753393411476506	1.7082427484045883
20	4546500	1.2555282555282554	1	3	1	1	1	0.4610941088144803	1.2238520288333614	1.2872044822231494
20	4546600	1.7328566785830355	1	5	1	1	2	0.927895984995695	1.7000704381969274	1.7656429189691436
20	4546700	5.715028432168968	5	22	1	3	8	3.926364803525593	5.616936635165672	5.813120229172265
20	4546800	11.447846153846154	11	30	1	7	15	5.411989673626751	11.316276312103659	11.579415995588649
20	4546900	4.2428780131482835	4	17	1	2	6	3.1229003099145665	4.160163356291087	4.32559267000548
20	4547000	1.332292595896521	1	5	0	1	1	0.7800050389593244	1.3000050024927992	1.364580189300243
20	4547100	1.1607515657620042	1	2	1	1	1	0.3676856529789273	1.1278235926262152	1.1936795388977932
20	4547200	1.2954545454545454	1	2	1	1	2	0.45754852130746676	1.2278560712187443	1.3630530196903465
20	4547300	1.7391304347826086	2	2	1	1.5	2	0.44897775854487953	1.5556384996572257	1.9226223699079916
20	4548500	1.926553672316384	2	2	1	2	2	0.26160776655781753	1.8880129303453206	1.9650944142874476
20	4548600	1.875	2	2	1	2	2	0.33232046762708356	1.811130062376429	1.938869937623571
20	4549000	2	2	2	2	2	2	0	2	2
20	4549100	2	2	2	2	2	2	0	2	2
20	4550100	1.5434782608695652	2	2	1	1	2	0.4999206538120841	1.460068359471496	1.6268881622676343
20	4550200	1	1	1	1	1	1	0	1	1
20	4550600	1	1	1	1	1	1	0	1	1
20	4550700	1	1	1	1	1	1	0	1	1
20	4550800	1	1	1	1	1	1	0	1	1
20	4550900	1.298550724637681	1	3	1	1	2	0.5118317806993528	1.2603599229851996	1.3367415262901625
20	4551000	2.0842639593908627	2	6	1	1	2	1.0961894807583623	2.0358569125579797	2.1326710062237457
20	4551100	2.0768472906403943	2	5	1	1	2	1.0149235921052318	2.0326962036494756	2.120998377631313
20	4551200	1.3074712643678161	1	3	1	1	2	0.4801096239106602	1.2718021880419887	1.3431403406936435
20	4551300	1	1	1	1	1	1	0	1	1
20	4552000	1	1	1	1	1	1	0	1	1
20	4552100	1	1	1	1	1	1	0	1	1
20	4552200	1	1	1	1	1	1	0	1	1
20	4552600	1	1	1	1	1	1	0	1	1
20	4552700	1	1	1	1	1	1	0	1	1
20	4552900	1	1	1	1	1	1	0	1	1
20	4553000	1	1	1	1	1	1	0	1	1
20	4553400	1	1	1	1	1	1	0	1	1
20	4553500	1.180522565320665	1	2	0	1	1	0.4261686594240689	1.1398129937527548	1.2212321368885752
20	4553600	1.1458885941644563	1	2	1	1	1	0.3534635891182106	1.1102081641908117	1.181569024138101
20	4553700	4.998938428874735	4	15	0	2	7	3.214329864437503	4.9071398281938325	5.090737029555637
20	4553800	2.558333333333333	2	11	0	1	4	2.214535969948535	2.4439513654516762	2.67271530121499
20	4553900	1.525	2	2	1	1	2	0.49989560496806557	1.4802786637910121	1.5697213362089877
20	4554000	1	1	1	1	1	1	0	1	1
20	4554100	1	1	1	1	1	1	0	1	1
20	4554200	1.2236842105263157	1	2	1	1	1	0.41948171864897976	1.1293732183237584	1.317995202728873
20	4554300	1.7	2	2	1	1	2	0.46056618647183845	1.6097290274515197	1.7902709725484802
20	4554400	1	1	1	1	1	1	0	1	1
20	4554500	1.5555555555555556	2	2	1	1	2	0.49853586801343247	1.4765592527657987	1.6345518583453125
20	4554600	2	2	2	2	2	2	0	2	2
20	4555000	2	2	2	2	2	2	0	2	2
20	4555100	2	2	2	2	2	2	0	2	2
20	4555200	1.3157894736842106	1	2	1	1	2	0.4668817567173439	1.2300836071947616	1.4014953401736596
20	4555300	1	1	1	1	1	1	0	1	1
20	4555500	1	1	1	1	1	1	0	1	1
20	4555600	1.2997658079625294	1	2	1	1	2	0.45869271419786833	1.2562583232993463	1.3432732926257125
20	4555700	1.346619576185671	1	4	1	1	2	0.6189308457350737	1.3193708394172778	1.373868312954064
20	4555800	3.149951690821256	2	15	1	1	4	2.4365801015775923	3.083564913389268	3.2163384682532437
20	4555900	5.970118898623279	6	18	1	3	8	3.4291745967363143	5.8860515624884835	6.054186234758075
20	4556000	8.439407814407815	8	22	1	5	11	4.400738633384021	8.332847693917682	8.545967934897948
20	4556100	3.455888068402643	3	15	1	2	5	2.5262273077464283	3.386865104258191	3.5249110325470947
20	4556200	1.342237061769616	1	5	1	1	1	0.7912819118605635	1.3056512015325492	1.3788229220066828
20	4556300	1.537828947368421	1	4	1	1	2	0.8447238459784514	1.4706831190171639	1.6049747757196782
20	4556400	1.5396039603960396	2	2	1	1	2	0.49966739343671396	1.4706972691600837	1.6085106516319956
20	4556500	1.050561797752809	1	2	1	1	1	0.21971918158943674	1.0182832458536313	1.0828403496519867
20	4556600	1	1	1	1	1	1	0	1	1
20	4556700	1.302857142857143	1	2	1	1	2	0.4608124473779495	1.2345822151960577	1.3711320705182282
20	4556800	1.3973509933774835	1	2	1	1	2	0.49097820995336183	1.3190387228269222	1.4756632639280447
20	4556900	1.3277310924369747	1	2	1	1	2	0.47037544385873215	1.2679708660583353	1.3874913188156142
20	4557000	1.4880174291938997	1	4	1	1	2	0.6941491223522338	1.4245132206907098	1.5515216376970895
20	4557100	2.3515482695810563	1	7	1	1	4	1.8498131608013306	2.19680998994342	2.5062865492186925
20	4557200	2.8771084337349397	1	11	1	1	3	2.806477313255937	2.686176504410321	3.0680403630595583
20	4557300	4.801944106925881	2	22	1	1	4	5.8310266787469764	4.40356075422614	5.200327459625623
20	4557400	6.760549558390579	2	34	1	1	9	9.539061154715748	6.174850383243279	7.346248733537879
20	4557500	6.200767964893034	1	63	1	1	2	13.364733129257509	5.587256012420021	6.814279917366047
20	4557600	6.0874062580812	2	86	1	1	3	15.215663444016718	5.607827566107472	6.566984950054927
20	4557700	8.331821127673363	5	113	1	3	8	14.501495686305407	7.970031667691482	8.693610587655245
20	4557800	33.28454545454545	26	137	1	17	43	24.374153358997418	32.696496282395145	33.87259462669576
20	4557900	215.65333939118582	179	824	1	105	305	139.8227333904465	212.28075201097172	219.02592677139992
20	4558000	700.8065671641791	718	1424	1	588	854	241.45540796095932	695.0248664508057	706.5882678775525
20	4558100	802.8820895522388	842	1496	3	688	957	260.44642878644794	796.6456448363116	809.118534268166
20	4558200	989.6255261575466	1053	1694	1	873	1167	301.1929940986837	982.3874221928087	996.8636301222845
20	4558300	957.9839393939394	1005	1676	18	828	1124	281.77371716617887	951.1858857888437	964.7819929990351
20	4558400	959.0281881217968	1017	1602	2	832	1131	287.14514666340347	952.118319057248	965.9380571863456
20	4558500	950.2349253731343	1010	1640	2	826	1128	299.88304438334393	943.0541625719129	957.4156881743556
20	4558600	847.529758308157	887	1458	1	735	1012	251.69097410861508	841.4666584893401	853.592858126974
20	4558700	832.6986567164179	876	1499	1	722	998	263.9823680448933	826.3775431885323	839.0197702443035
20	4558800	785.2040298507462	828	1441	3	670.75	947.25	249.86716342248468	779.2209078771768	791.1871518243156
20	4558900	789.1897974493623	835	1444	1	685	933	243.63114022827557	783.3407008722735	795.0388940264512
20	4559000	809.918154311649	848	1445	1	701	954	237.95500703218588	804.1816121580902	815.6546964652078
20	4559100	881.7705970149253	925	1577	1	770	1053	280.2936341279954	875.0589067774721	888.4822872523786
20	4559200	916.7807462686567	977	1587	1	816	1087	293.48826930725636	909.7531077065299	923.8083848307834
20	4559300	907.3589049338146	959.5	1614	1	782	1080	275.72812687096365	900.7307654919506	913.9870443756787
20	4559400	756.4028787878788	793	1457	15	633	885	222.00247365657543	751.0468621531152	761.7588954226424
20	4559500	797.8271212121213	829	1422	17	679	945	229.53736117145957	792.2893183917981	803.3649240324444
20	4559600	743.3260606060607	774	1450	11	617	882	226.50990648458014	737.8612979523485	748.7908232597728
20	4559700	617.4978787878788	621.5	1044	12	505	756	187.23959073492432	612.9805491106702	622.0152084650874
20	4559800	429.9969696969697	421	825	7	341	522.25	139.5630061754922	426.62988206789265	433.36405732604675
20	4559900	763.2516666666667	771	1491	7	603	950	264.3504653061954	756.8739652552051	769.6293680781282
20	4560000	949.8335590669676	1018	1521	2	843	1101	286.1809204907093	942.9525955540859	956.7145225798494
20	4560100	931.3659701492537	1000	1527	1	829	1102	293.04244624451616	924.3490069144748	938.3829333840326
20	4560200	816.0901492537314	846	1492	3	717	979	261.8019417184355	809.8212464945074	822.3590520129554
20	4560300	737.8953731343283	777	1237	3	643	886	234.4541690292913	732.2813185650921	743.5094277035646
20	4560400	828.3358710255262	867	1427	2	718	992	268.83131004258144	821.8981681144061	834.7735739366464
20	4560500	638.9855202268996	645	1264	1	520	783	227.5730994997526	633.5358276114445	644.4352128423546
20	4560600	624.3038126688682	628	1398	1	512	756.75	215.5973505110603	619.1265860355793	629.4810393021571
20	4560700	876.8801515151515	916	1536	16	759	1025	255.72649222175087	870.7105114938954	883.0497915364076
20	4560800	1009.3034848484848	1055	1763	14	894	1195	298.41196783783323	1002.1040179352266	1016.502951761743
20	4560900	1025.8798484848485	1080	1761	15	904	1209	305.73054706254044	1018.5038140251809	1033.255882944516
20	4561000	917.8792424242424	961	1561	11	797	1078	271.4396814118718	911.3305070654377	924.4279777830471
20	4561100	926.604696969697	962	1664	14	812	1089	271.2838127400252	920.0597220879064	933.1496718514876
20	4561200	954.0459580838324	1014	1656	1	855	1128	292.04981631135485	947.0423025525569	961.0496136151079
20	4561300	772.894776119403	810	1547	2	670	928	249.77240776858122	766.9139230899686	778.8756291488373
20	4561400	634.9561194029851	675	1151	4	542.75	760.25	201.98266960456257	630.1196017420074	639.7926370639628
20	4561500	547.1676119402985	577	1090	2	472	645	178.6277153507126	542.890333589016	551.4448902915809
20	4561600	484.5048558195129	512	962	1	418	574	154.84178874441443	480.7951981145626	488.2145135244632
20	4561700	710.7167164179104	733	1524	2	607	860	242.92953682873673	704.8997173776186	716.5337154582023
20	4561800	904.6852488417277	945	1763	1	815.5	1067	287.6415076806827	897.7929815305981	911.5775161528572
20	4561900	970.9597014925373	1035	1785	2	857	1162	310.46487857708763	963.5255544377868	978.3938485472878
20	4562000	873.495223880597	930.5	1586	1	771	1026	274.41443277393176	866.92431236063	880.066135400564
20	4562100	974.2735820895523	1047	1644	4	871.75	1153	302.95897797930365	967.0191654090651	981.5279987700395
20	4562200	977.8802985074627	1047	1683	2	883	1149	304.4053004682854	970.5912493296671	985.1693476852583
20	4562300	940.7229850746269	994	1584	2	834	1109	293.5694016076564	933.6934037824404	947.7525663668133
20	4562400	1023.6225373134329	1076	1807	2	897	1220	326.58934664654294	1015.8022864669834	1031.4427881598822
20	4562500	1081.8305970149254	1149	1834	1	957	1291.25	344.48166563988104	1073.5819108132223	1090.0792832166285
20	4562600	972.7826865671642	1045	1731	3	862	1152	304.82089612097354	965.4836858637353	980.0816872705931
20	4562700	1049.956119402985	1141	1787	3	933	1250	330.74037802517125	1042.0364712339172	1057.8757675720528
20	4562800	1080.6271641791045	1167	1786	3	961	1293	339.89423085834966	1072.4883250716243	1088.7660032865847
20	4562900	975.9282089552239	1037	1634	1	858	1167	308.9034660155037	968.5314502538652	983.3249676565827
20	4563000	768.8401492537314	806	1411	3	669	918	244.1314552813838	762.9943700223733	774.6859284850894
20	4563100	703.233880597015	748	1282	1	616	825	220.9333248658737	697.9435854954386	708.5241756985913
20	4563200	689.8064179104477	731	1244	2	597	818	215.34268642447904	684.6499918264999	694.9628439943956
20	4563300	732.8132835820895	774	1363	4	629	881	235.52813848492903	727.1735125875297	738.4530545766494
20	4563400	959.7116048641345	997	1687	2	835	1153	300.8408988075543	952.4868480705139	966.9363616577551
20	4563500	1055.3610405142772	1138	1723	1	916	1265	332.9946524490782	1047.3808596825434	1063.341221346011
20	4563600	1051.3329850746268	1140	1748	4	933	1247	327.98670645383464	1043.4792741526178	1059.1866959966358
20	4563700	1113.8308360803117	1192	1778	1	995	1306	339.8771672791428	1105.6765684712882	1121.9851036893351
20	4563800	1047.1874626865672	1105.5	1791	2	916	1250	336.9347874363133	1039.119488076548	1055.2554372965865
20	4563900	1003.6613796199312	1063	1726	1	880	1180	312.5707828132604	996.1672927816096	1011.1554664582527
20	4564000	1050.7416417910447	1128	1868	2	922	1235	338.34296071563597	1042.6399481745955	1058.843335407494
20	4564100	1053.8773134328358	1125	1826	1	897	1282	341.9203351980986	1045.6899588292422	1062.0646680364293
20	4564200	952.5937313432836	1003	1596	3	810	1162.25	304.73079849546156	945.2968880465166	959.8905746400505
20	4564300	989.0638805970149	1048	1646	2	853	1194	315.02466882818794	981.5205484021582	996.6072127918716
20	4564400	1058.9635820895523	1138	1741	2	926	1271	337.2416647685953	1050.8882592370317	1067.038904942073
20	4564500	953.6746268656716	996.5	1696	3	825	1159	310.5194744849632	946.2391725003822	961.110081230961
20	4564600	679.2862686567164	709	1309	3	593	806	221.18994401315942	673.9898287554876	684.5827085579452
20	4564700	620.9729850746269	658	1240	2	544	726	199.57919460750932	616.1940191298123	625.7519510194414
20	4564800	578.253432835821	612	1116	6	508	689	181.3657528300302	573.9105915991134	582.5962740725284
20	4564900	682.9559701492537	697	1457	3	569	837	237.18902615038334	677.2764288489415	688.635511449566
20	4565000	971.1034328358209	1039	1637	1	844	1154	308.16609343600743	963.7243306765329	978.4825349951088
20	4565100	1046.8859701492538	1123	1708	2	922	1243.25	335.23917373969465	1038.8585973671338	1054.9133429313738
20	4565200	1059.2801492537315	1137	1714	1	951.75	1262	335.58870325426744	1051.2444069136013	1067.3158915938616
20	4565300	1150.6373134328358	1229	1907	1	1012	1375	360.0233731012847	1142.0164777652108	1159.2581491004607
20	4565400	1029.1231343283582	1085	1801	1	912	1220	320.6007249083961	1021.4462822935899	1036.7999863631267
20	4565500	1037.3129850746268	1109	1680	5	905.75	1239	325.7290908309681	1029.5133332352761	1045.1126369139774
20	4565600	1031.2932835820895	1103	1669	5	922	1225	326.6259175693609	1023.4721570371734	1039.1144101270056
20	4565700	1004.6434328358209	1069	1667	2	897	1175	314.18022453479904	997.1203210378264	1012.1665446338154
